I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,D
16.957,36.513,34.052,19.249,40.622,38.858,35.292,31.948,42.376,31.159,25.191,12.964,35.125,28.214,34.317,110.25
20.131,17.025,33.65,46.244,35.109,36.289,26.342,25.482,19.973,31.433,42.585,28.647,16.379,43.967,25.003,105.93
27.466,58.552,28.884,32.817,22.464,29.782,34.181,30.978,14.093,41.875,28.306,19.526,25.962,21.94,36.901,125.27
27.857,18.165,23.521,27.263,20.255,42.277,30.401,29.321,38.627,19.824,16.078,37.31,24.541,27.366,13.989,101.31
30.18,45.602,35.569,27.573,18.133,21.636,39.989,23.387,31.387,39.397,21.486,24.603,17.002,24.206,39.442,120.21
32.766,35.701,-8.3911,47.451,32.641,31.843,29.586,34.901,31.393,32.639,34.129,12.951,52.193,31.349,36.891,105.52
33.395,34.593,37.167,22.78,50.369,35.478,27.142,35.862,41.967,38.035,32.774,27.932,33.312,31.028,35.785,125.37
42.694,46.822,22.872,15.875,56.947,25.121,42.041,35.045,40.809,45.728,30.426,22.528,24.395,22.929,27.948,131.52
14.093,28.161,27.396,15.259,25.236,39.548,10.755,37.103,23.837,31.298,25.642,29.865,23.722,48.572,26.852,92.88
29.957,27.91,24.602,29.692,30.091,22.704,24.264,37.913,22.016,45.548,13.683,16.314,37.221,20.047,21.765,108.51
33.627,31.411,54.599,31.866,34.005,35.421,31.79,12.53,43.272,21.95,33.18,9.8572,13.815,36.717,39.059,127.34
20.62,13.363,32.818,35.613,30.081,27.841,7.8489,21.493,24.616,34.459,29.197,27.036,28.691,27.918,46.924,95.651
19.992,21.135,22.514,28.126,31.367,48.666,36.059,29.733,32.935,40.142,18.103,33.145,20.561,34.657,44.485,101.36
39.593,24.028,20.802,28.629,29.504,55.273,22.787,60.716,35.948,44.449,16.225,28.825,16.983,31.583,20.429,118.01
41.543,23.22,33.819,27.888,30.67,24.062,30.61,32.987,22.912,23.354,21.263,47.227,27.184,36.502,20.149,118.33
32.757,18.242,34.199,22.097,32.833,44.404,20.077,27.774,31.862,26.249,31.291,23.696,39.554,26.831,39.898,109.79
16.233,32.875,52.68,41.759,37.183,35.541,24.047,32.28,31.942,26.662,23.352,34.319,26.717,29.726,37.469,118.7
34.571,29.051,21.765,34.622,27.929,31.611,21.146,42.905,16.931,12.276,46.906,31.174,21.649,22.503,47.634,112.99
24.904,11.132,18.054,34.689,14.195,27.117,37.533,34.026,38.789,33.792,32.473,23.791,39.344,11.687,21.545,92.75
35.471,25.162,21.548,33.08,25.507,22.609,35.32,39.072,35.817,21.884,18.412,34.961,46.492,16.533,18.24,111.45
33.567,37.06,26.228,29.219,32.612,44.32,35.263,31.56,34.433,26.891,53.934,25.819,44.664,12.873,36.253,122.38
13.603,38.794,21.826,9.6759,38.707,25.742,28.251,24.321,33.117,48.194,35.576,18.144,30.621,43.664,14.408,97.088
13.742,25.617,23.49,26.263,21.2,29.912,51.481,16.178,33.213,46.172,37.836,33.78,26.405,21.616,38.182,94.913
30.594,38.916,39.473,8.896,37.027,26.061,14.624,20.383,21.857,31.206,39.442,26.565,15.121,19.202,30.964,113.41
29.079,21.506,39.46,20.667,32.853,36.456,34.269,39.445,26.661,56.941,22.498,16.393,14.969,17.698,27.58,111.95
25.652,22.211,27.372,43.456,46.323,22.954,44.085,27.281,33.806,30.575,23.281,21.073,46.729,17.951,26.236,112.28
25.031,24.842,45.403,12.524,18.213,13.199,34.069,33.881,36.912,37.082,23.936,28.418,31.002,19.336,9.0748,102.95
19.501,21.951,24.177,15.51,42.997,22.696,43.521,35.424,26.455,26.001,26.067,38.962,45.083,24.009,24.261,97.372
33.097,19.286,28.996,28.973,41.833,15.736,31.047,19.565,26.685,30.02,51.472,39.104,39.516,47.661,22.169,109.03
37.21,14.477,55.283,38.37,39.008,37.822,26.798,36.373,36.862,44.712,50.792,17.955,36.021,32.58,30.629,126.42
6.96,35.443,15.184,26.038,21.905,21.145,17.943,24.266,33.359,27.056,36.546,24.499,41.129,24.936,26.067,86.489
39.076,28.487,32.71,28.912,11.078,28.194,39.706,28.146,33.398,30.146,22.048,16.675,20.512,21.101,13.469,116.1
34.687,28.609,26.959,30.213,21.974,45.742,24.608,23.05,16.28,15.936,10.736,24.853,30.978,40.001,37.134,112.62
34.08,37.59,22.486,14.31,34.957,17.102,45.715,36.241,37.752,46.376,28.099,32.597,27.554,14.605,36.836,114.48
31.097,29.053,19.751,44.944,30.637,31.379,30.199,22.207,27.99,34.806,26.019,38.579,37.384,30.877,39.775,113.93
31.041,53.234,28.37,17.046,24.25,21.56,23.594,22.836,26.566,36.092,43.708,44.137,36.94,31.637,29.135,118.71
17.954,31.805,46.347,19.524,9.4184,26.79,29.686,15.684,25.574,27.087,32.269,34.655,21.819,24.676,24.849,101.55
33.867,19.808,31.493,23.421,42.058,33.583,34.043,28.741,40.416,33.783,19.685,31.828,23.489,16.128,21.082,113.23
40.91,38.513,36.034,41.816,32.972,37.953,-0.65276,31.934,29.279,13.422,42.432,9.298,29.294,28.462,38.37,127.09
24.157,22.273,30.553,30.872,28.242,50.648,44.982,25.282,23.301,28.675,38.03,26.425,22.602,34.998,24.926,108.92
19.201,16.521,6.3131,23.488,8.9176,38.584,38.721,25.149,26.533,36.094,44.416,40.478,36.444,19.971,35.685,82.106
48.77,42.159,13.694,26.565,25.441,27.09,41.988,26.088,10.503,26.1,23.326,23.341,26.094,15.362,29.65,123.71
27.981,31.561,31.945,27.625,38.952,44.776,39.258,34.202,47.698,21.505,38.198,27.699,19.964,41.847,39.955,119.09
41.132,27.619,36.375,4.7553,31.717,16.563,27.779,31.942,30.426,56.227,32.015,30.734,18.754,42.62,44.387,113.06
19.752,27.201,35.711,30.417,31.885,39.158,31.738,32.595,29.838,17.48,30.993,32.281,27.781,40.536,33.804,108.72
24.82,23.902,18.695,40.259,36.353,7.4514,16.77,25.252,24.631,24.412,39.102,37.924,25.086,36.144,-0.91352,99.486
16.274,32.584,26.809,44.656,16.539,29.467,25.336,22.766,22.181,28.676,34.389,25.358,36.771,24.443,29.462,102.95
43.159,31.54,28.936,40.994,12.49,34.574,31.914,23.093,25.733,35.431,29.648,26.637,32.411,36.797,16.299,123.12
21.832,36.601,42.014,21.128,33.067,34.173,25.336,22.029,30.926,33.8,46.664,51.057,42.124,19.211,50.848,114.17
32.254,10.973,47.169,21.358,29.28,47.077,19.245,35.768,31.601,39.505,19.587,24.377,22.807,18.604,13.812,109.78
26.948,21.929,13.187,25.826,31.069,36.978,30.753,30.484,10.559,16.963,30.446,32.37,35.867,35.585,32.192,98.148
31.156,25.933,29.401,27.024,38.43,24.344,13.352,17.492,23.633,28.918,30.783,12.669,1.2705,22.444,22.819,107.74
30.633,35.818,29.163,16.008,1.7041,21.334,26.557,41.674,23.759,55.617,19.414,35.052,24.029,40.803,23.101,103.68
16.786,26.185,42.852,33.185,32.225,39.586,27.178,24.201,14.657,10.651,27.777,34.777,31.905,36.752,28.399,107.01
32.189,36.588,12.484,30.381,39.615,34.091,22.68,48.909,19.475,15.965,28.672,35.008,31.586,34.268,41.328,113.43
15.339,35.392,36.876,36.518,11.931,33.044,41.68,32.297,34.587,29.703,40.096,35.767,39.836,36.301,24.108,108.3
36.703,17.267,27.872,20.163,30.973,25.889,29.769,18.278,29.337,22.632,34.538,16.799,16.004,18.303,33.015,105.63
55.967,19.494,35.202,23.459,25.372,10.181,37.292,49.329,19.411,0.86885,36.939,21.385,35.794,20.145,29.155,121.54
29.523,27.138,51.891,25.405,33.022,35.767,20.284,22.439,45.518,35.174,23.256,32.591,30.704,23.382,36.982,119.42
45.453,32.043,23.035,32.307,33.288,19.457,16.684,29.167,43.495,13.245,18.212,18.336,34.184,57.314,22.841,120.87
30.091,45.502,18.833,23.795,24.916,41.916,46.661,19.901,28.568,29.189,51.925,45.3,36.54,45.553,48.508,117.58
29.778,18.261,33.306,23.463,12.098,20.722,38.138,35.073,30.667,36.944,27.551,28.266,40.619,24.486,36.321,101.96
20.73,35.143,40.813,16.782,32.74,31.59,21.746,34.43,26.496,30.93,48.964,33.201,39.874,33.15,23.086,110.29
22.008,28.875,37.113,40.805,39.832,43.915,32.461,20.552,20.218,38.442,18.932,32.071,35.352,55.519,23.287,116.19
11.522,21.365,35.303,38.798,7.9087,37.349,25.112,30.864,22.149,39.927,29.386,32.671,22.011,25.783,24.846,94.304
27.312,26.926,37.56,25.813,31.071,27.437,25.377,33.193,34.327,21.911,31.508,35.663,27.267,28.032,14.253,111.48
35.838,25.024,29.703,40.954,24.899,35.474,13.006,32.442,21.143,34.785,28.665,35.722,34.094,35.411,16.299,115.86
20.797,40.427,-7.0821,31.028,36.843,42.052,25.496,26.434,17.334,31.115,28.753,37.485,31.274,30.303,31.208,95.574
34.817,49.514,45.276,30.729,20.459,34.078,25.554,49.206,29.205,32.809,37.839,24.849,39.975,5.6771,48.169,133.29
34.508,25.824,23.217,26.434,19.042,26.778,38.257,26.774,8.1247,27.898,33.418,27.58,16.705,32.238,16.231,106.9
34.618,42.386,30.709,31.352,19.022,18.211,38.545,35.838,29.366,9.3318,25.856,23.718,10,25.471,21.421,120.03
38.659,15.222,30.369,46.929,26.662,38.374,24.638,47.039,25.216,34.534,31.225,45.479,40.749,38.749,30.221,117.91
38.056,49.055,27.327,32.349,6.7689,15.454,28.775,30.004,33.703,29.883,47.658,26.061,16.902,53.491,36.236,121.26
19.751,34.368,44.333,37.988,21.347,27.085,35.986,38.77,24.575,30.149,16.658,26.279,25.524,41.306,49.388,114.58
32.356,11.075,52.342,38.57,25.51,35.291,14.822,33.175,21.822,20.126,23.401,34.766,38.713,45.261,29.234,112.89
34.194,41.049,38.103,14.858,39.752,23.815,41.058,51.304,41.634,22.474,39.689,23.82,25.055,33.888,12.832,125.17
18.28,22.818,21.47,29.228,25.826,26.095,14.542,14.196,26.238,23.991,21.373,28.337,38.663,26.398,37.383,91.707
18.425,36.927,34.402,38.596,17.605,27.166,19.983,17.671,32.576,23.176,25.978,19.481,39.818,36.53,29.235,107.28
27.538,29.585,26.736,38.17,36.047,23.747,25.073,22.512,41.456,23.272,29.707,16.381,14.248,37.856,34.075,111.88
32.446,38.984,16.404,20.863,31.88,41.305,33.516,28.921,31.727,44.049,22.428,30.675,25.134,44.339,29.474,114.61
34.211,39.095,26.338,40.934,37.599,24.012,39.416,23.666,32.164,54.094,19.617,42.644,43.759,21.186,21.699,125.35
37.355,28.977,36.126,27.728,15.074,38.744,22.757,33.346,22.018,23.574,40.929,37.358,24.381,41.079,35.763,117.29
32.531,22.701,34.406,25.975,24.478,45.139,26.986,43.785,34.457,22.962,39.454,18.942,13.14,42.798,35.914,113.63
38.782,19.017,32.282,27.401,9.1063,21.644,37.012,20.286,27.669,15.971,24.525,23.256,32.458,19.611,41.717,106.63
39.483,17.679,20.447,40.455,48.533,34.922,43.059,3.8996,34.016,14.454,22.202,22.525,46.319,22.897,39.2,114.87
29.445,19.141,24.283,5.5184,38.479,40.055,21.547,14.607,37.717,33.988,25.803,32.147,25.969,29.992,28.282,97.622
23.288,55.842,27.33,36.196,30.718,35.579,15.25,46.019,42.717,32.533,21.967,19.163,43.317,34.518,26.247,123.81
13.271,41.327,32.129,20.972,22.712,17.47,36.875,31.467,10.986,22.809,19.344,50.348,37.441,32.992,46.479,100.85
22.064,28.756,32.958,13.389,13.112,31.797,33.031,42.604,28.662,27.435,17.816,24.039,19.016,35.126,27.064,99.797
51.878,28.687,12.565,22.163,20.093,25.482,24.08,27.89,42.334,40.907,21.172,16.141,35.826,18.516,42.55,115.78
39.765,27.15,38.991,15.892,39.742,40.336,49.707,41.834,26.172,20.143,20.077,19.315,17.967,23.073,46.232,123.66
33.271,29.639,28.939,27.613,43.884,52.838,32.702,25.117,33.257,30.785,48.63,23.745,41.335,35.426,16.625,121.35
2.1155,25.072,31.748,41.487,28.851,34.266,26.379,36.77,24.263,23.908,21.218,34.321,34.936,47.529,50.758,93.086
37.588,14.458,33.157,35.487,31.495,27.375,33.416,33.89,25.144,34.985,38.436,27.095,37.815,43.247,30.645,114.13
36.993,41.326,25.269,31.246,24.347,38.836,17.331,48.451,23.148,34.617,21.213,31.766,36.947,29.796,32.078,122.94
36.687,17.171,38.392,29.573,40.414,29.252,31.91,21.571,33.415,37.25,28.766,35.488,20.601,50.09,35.994,116.69
16.095,29.184,36.805,24.271,21.022,38.751,37.375,43.085,43.885,31.284,32.638,36.614,13.109,38.926,34.648,105.49
41.165,18.841,21.952,39.54,28.263,16.253,21.007,30.855,26.494,38.019,22.843,16.832,41.999,20.884,45.877,111.17
26.764,37.463,26.198,38.981,32.275,30.799,30.594,24.489,30.701,24.546,29.786,27.806,39.966,29.619,42.671,116.67
40.148,42.914,23.071,10.295,31.8,39.042,20.903,11.505,31.275,46.711,39.154,28.892,28.349,11.642,22.644,118.39
-1.4552,23.713,30.457,29.325,54.351,29.864,44.859,25.624,43.321,37.235,33.375,29.802,29.174,34.126,42.544,91.828
41.678,32.425,39.516,26.823,44.496,26.506,22.104,41.448,32.712,20.668,20.226,24.727,40.252,3.5744,38.591,128.23
29.122,20.057,34.031,36.105,32.557,41.475,32.611,29.145,38.909,15.129,43.513,27.221,48.292,15.067,37.537,113.52
35.966,18.285,41.574,42.759,18.609,30.135,35.787,49.369,39.679,31.67,23.646,46.237,22.318,33.377,34.045,119.6
27.034,20.809,25.664,30.617,31.745,55.798,16.251,21.572,29.401,10.276,39.39,23.192,21.695,23.023,3.4121,105.42
22.879,18.803,42.504,35.735,13.861,48.431,27.843,40.363,22.268,27.878,44.617,21.943,46.859,45.843,27.479,107.74
42.595,34.884,28.97,27.087,13.857,38.772,38.01,26.877,34.455,41.437,44.904,33.76,32.129,42.523,20.622,123.49
27.64,24.655,47.44,8.3119,27.491,9.8985,10.862,31.872,34.844,30.522,11.181,41.758,32.624,26.724,35.129,101.66
33.177,32.644,38.573,28.039,34.472,10.086,27.987,25.128,30.305,29.872,30.601,23.95,18.106,27.384,20.383,117
26.605,32.38,31.75,25.853,30.458,16.716,27.773,40.886,19.359,32.853,23.679,39.045,28.819,25.572,10.119,109.9
20.026,39.121,39.903,34.473,24.998,15.172,34.84,23.804,17.28,33.54,19.733,33.164,24.261,51.321,18.949,112
39.322,24.791,23.007,38.328,46.489,39.591,39.002,26.599,34.417,16.274,44.775,33.852,18.273,25.128,29.177,122.57
55.044,43.217,32.506,37.705,26.216,34.737,44.39,44.53,18.108,16.168,38.366,33.254,18.841,30.849,43.04,143.6
17.466,42.862,34.669,60.114,22.96,23.507,29.198,49.956,24.145,37.499,21.714,36.461,15.829,36.021,26.466,119.57
28.127,28.511,20.472,40.818,26.302,19.146,48.242,49.476,36.909,19.882,23.73,14.932,26.645,40.851,20.422,110.75
24.585,19.588,45.164,27.466,46.253,49.068,25.579,39.384,24.957,26.936,23.539,32.918,28.837,23.948,29.759,114.63
33.973,24.502,45.355,35.468,36.211,31.793,30.639,30.938,9.7974,26.21,30.995,17.201,4.5334,52.248,36.925,121.03
22.027,24.461,38.032,27.852,18.344,33.264,18.097,33.501,40.862,25.449,30.761,33.65,11.714,28.16,45.482,104.22
37.818,8.3417,33.244,43.594,38.012,32.2,21.918,27.33,14.551,23.11,42.492,33.548,37.213,18.496,31.641,111.94
37.203,25.346,45.414,45.362,17.676,26.369,30.353,17.529,36.066,11.853,10.27,33.922,14.011,34.612,32.991,121.21
9.9382,26.928,26.252,28.293,18.777,37.15,43.769,20.577,22.883,17.153,36.196,27.535,15.572,25.001,35.547,92.867
11.174,26.851,10.344,37.862,18.749,42.284,28.637,17.201,21.043,29.753,27.716,42.097,37.67,41.226,37.101,88.871
30.962,36.324,37.423,57.483,4.6651,48.356,9.8806,31.764,27.398,35.809,22.391,12.647,35.808,20.465,33.549,121.07
29.05,43.738,30.387,45.313,38.02,28.104,29.342,21.049,46.487,28.312,35.288,44.1,35.338,19.61,19.392,126.53
35.343,44.603,40.679,38.176,34.234,39.237,11.239,23.657,29.468,31.085,32.086,36.207,23.303,30.873,35.811,131.55
25.776,41.451,35.694,17.808,19.655,43.063,23.12,22.242,48.331,34.714,20.563,26.299,39.165,34.843,35.078,114.18
27.194,35.052,32.043,37.73,32.469,43.565,18.856,30.162,22.882,46.02,37.767,45.724,27.888,14.82,39.399,119.1
31.518,34.721,21.891,41.431,36.417,19.406,35.614,50.285,41.367,34.318,37.013,26.824,29.588,19.895,24.019,119.72
22.047,45.874,38.042,39.035,12.099,24.742,36.717,28.817,16.005,31.469,25.035,30.498,37.464,37.45,45.304,116.73
37.399,17.618,47.798,36.04,25.775,41.267,28.102,47.119,13.46,27.411,25.479,22.971,27.349,19.135,36.609,121.17
19.408,54.628,44.424,20.059,18.873,35.723,23.482,40.23,27.377,21.267,36.211,44.135,45.761,44.037,43.861,119.63
18.721,32.655,35.013,44.474,20.761,31.585,24.749,14.452,28.135,31.175,33.742,26.26,31.312,29.063,23.434,109.04
23.799,32.645,42.483,15.574,21.279,27.243,21.204,22.277,9.0378,35.85,35.95,44.837,22.84,45.408,29.127,105.89
15.586,36.42,22.293,35.972,32.409,31.179,31.541,22.853,17.092,28.67,23.43,34.47,22.49,31.272,48.724,104.29
35.545,32.791,33.276,38.253,23.27,31.598,35.437,40.327,42.011,43.271,19.212,31.215,13.536,18.695,24.989,123.79
36.84,22.875,20.755,28.324,22.774,25.511,23.608,29.654,35.227,31.386,0.1207,31.179,28.138,14.572,50.551,105.87
24.271,36.67,35.781,26.462,31.35,28.465,37.597,33.31,45.735,38.316,34.849,34.466,14.591,32.508,28.89,116.59
49.529,40.439,29.678,39.333,27.73,32.808,24.492,22.296,18.5,30.227,26.794,27.056,38.694,19.744,28.621,134.27
38.757,37.339,28.696,15.016,32.589,29.389,27.291,26.195,13.215,16.551,18.962,5.6861,23.915,12.8,35.943,116.27
13.816,27.426,29.753,40.232,21.885,41.646,29.654,34.792,13.744,25.595,27.368,30.598,24.261,33.474,13.626,101.87
17.548,31.633,28.453,42.865,39.839,31.517,38.353,10.637,51.3,10.348,43.324,33.054,30.661,44.384,15.005,109.98
41.401,24,27.703,17.653,31.952,34.4,17.831,29.975,51.856,22.209,22.036,37.482,21.189,40.826,12.639,114.23
34.67,20.786,19.369,22.072,27.421,44.474,23.208,33.797,16.634,33.562,35.64,33.223,27.759,26.124,12.292,105.69
26.487,28.027,20.78,14.45,11.276,13.59,33.609,36.788,45.839,32.739,53.27,37.639,29.224,34.08,27.252,95.99
29.422,30.468,44.931,35.91,26.921,22.295,37.231,34.9,55.873,27.163,19.925,40.304,30.898,31.053,35.485,121.33
39.818,21.064,39.081,12.489,27.221,8.3389,24.511,19.278,47.246,6.4941,35.489,48.577,21.892,30.515,28.728,107.5
17.704,29.821,34.486,22.158,51.956,37.316,39.472,23.775,17.042,29.963,36.718,29.854,48.392,52.788,27.98,109.23
25.14,38.797,42.02,41.059,25.353,14.854,39.917,30.839,35.596,33.744,31.401,55.503,25.938,34.915,32.342,120.97
33.311,22.969,16.139,28.168,27.269,9.1992,33.258,21.422,25.18,12.397,27.999,32.202,35.589,27.715,42.985,100.06
36.131,43.328,20.371,27.14,22.112,50.111,17.139,23.467,37.3,33.258,36.211,35.741,56.499,31.137,32.177,120.41
27.617,28.803,26.649,36.966,37.14,25.354,36.926,44.471,-0.6034,29.155,19.391,26.136,33.659,37.957,39.912,110.62
36.577,28.519,23.255,34.383,32.286,9.5507,37.848,52.303,20.231,22.185,24.331,26.347,20.216,35.885,47.352,114.26
34.312,30.206,30.386,16.394,11.155,44.477,26.453,12.724,11.63,25.998,54.048,23.042,28.677,34.296,35.908,107.39
34.38,33.761,16.447,32.206,38.091,37.908,20.195,17.416,24.369,29.09,17.884,33.556,40.439,20.991,12.209,114.07
40.723,23.362,22.103,35.609,35.182,25.286,23.879,36.415,23.645,24.568,23.204,16.599,41.062,38.528,33.369,115.69
19.133,40.03,21.952,23.518,46.963,32.154,27.994,28.848,37.38,28.801,34.456,23.214,44.355,21.38,40.566,109.56
44.503,31.618,49.928,37.011,33.301,13.888,30.076,18.891,36.801,13.671,18.709,26.938,21.283,45.418,24.172,131.28
25.103,26.064,39.48,29.458,41.619,30.597,27.514,26.061,33.575,14.271,36.945,36.849,23.906,31.43,9.0624,113.2
20.213,39.573,36.531,26.307,26.683,37.343,30.441,22.067,38.115,17.167,31.761,26.542,21.392,31.686,23.119,112.76
34.557,32.666,37.611,40.652,17.352,30.966,25.189,14.048,27.701,28.77,33.448,32.257,26.133,36.703,32.382,119.93
26.504,34.98,17.616,29.713,25.041,19.038,24.058,45.198,34.563,36.072,15.974,14.749,24.752,23.525,37.331,105.83
35.874,42.475,44.354,41.594,24.63,27.719,31.725,21.099,37.799,22.688,31.833,29.677,47.274,25.906,27.788,131.97
22.119,34.203,31.966,33.736,20.058,37.274,48.826,25.356,22.907,45.571,37.772,31.255,21.298,29.333,39.376,112.61
30.25,26.584,34.293,39.866,35.284,35.745,11.062,27.977,33.192,24.399,57.594,23.443,32.513,31.24,28.608,116.37
26.622,22.701,18.87,18.458,31.581,50.906,49.93,33.273,11.609,41.383,32.763,12.766,26.736,36.2,8.5405,103.22
28.561,29.673,23.312,41.535,16.542,26.705,41.477,35.639,34.158,29.856,20.668,14.092,34.544,42.943,21.301,110.81
34.859,42.478,51.514,29.491,28.341,26.337,28.186,31.959,27.686,22.631,19.512,41.498,4.3096,19.224,36.998,130.39
34.372,35.846,30.874,43.929,29.381,16.024,47.468,32.528,35.159,29.868,28.086,37.524,18.889,29.447,30.582,124.17
23.356,39.363,42.317,31.726,31.002,20.751,33.454,26.545,23.449,22.791,28.384,39.298,25.259,32.462,53.401,117.53
31.96,30.836,24.488,32.15,15.471,39.521,15.807,43.128,42.908,27.877,43.487,17.95,45.057,33.732,16.567,111.96
24.488,42.234,39.41,26.906,15.203,35.482,37.675,40.992,30.389,25.789,29.577,28.652,24.947,38.556,10.534,117.85
39.056,37.605,40.861,19.231,40.256,36.881,20.253,29.59,23.411,43.452,44.631,34.865,43.628,25.671,24.317,127.99
22.14,33.794,30.323,18.737,13.845,32.291,18.677,33.483,31.332,40.834,26.994,24.028,27.178,54.016,9.9697,102.33
36.124,32.093,28.709,20.803,28.277,19.969,17.922,31.581,44.611,26.083,34.598,43.021,23.319,49.465,33.722,113.61
25.431,29.146,34.296,33.44,23.698,25.572,19.034,20.062,24.081,40.629,38.918,28.408,26.37,14.316,46.424,108.58
35.948,34.812,40.414,25.328,10.839,17.634,35.387,29.599,20.489,13.842,23.921,48.383,12.99,12.974,41.64,115.88
35.246,24.478,36.834,31.288,31.695,41.571,57.006,17.392,29.137,23.137,23.485,40.815,36.367,61.746,16.408,121.03
47.324,5.926,32.6,27.47,45.497,30.199,44.283,31.953,32.184,34.505,33.673,36.065,34.999,26.05,26.357,117.64
14.418,18.52,25.821,28.347,14.989,40.792,30.768,28.248,25.576,43.875,31.612,29.052,40.338,46.681,27.226,91.607
28.573,10.674,31.788,45.552,21.548,26.786,34.858,28.147,21.394,17.49,39.616,48.502,40.531,28.17,34.813,104.06
21.167,41.808,22.769,41.957,28.702,37.668,48.036,47.849,34.906,30.121,27.665,29.772,30.852,31.506,18.205,118.01
42.759,39.963,29.575,22.826,36.605,27.981,21.932,25.123,29.897,15.827,42.68,40.952,38.283,30.619,37.515,125.87
30.295,19.753,17.698,23.546,33.705,32.013,33.313,24.403,11.832,58.289,33.929,10.382,35.495,24.359,40.478,101.44
44.988,24.726,31.148,39.362,30.686,30.145,45.308,30.019,18.697,21.637,45.88,39.891,17.951,33.67,27.393,126.13
37.081,31.501,36.667,7.6107,22.555,30.522,18.498,32.99,28.536,27.304,30.014,31.44,28.178,17.786,24.817,111.99
35.153,25.449,34.26,53.737,17.794,39.354,33.826,28.566,4.8765,29.857,21.937,9.1827,8.2271,48.318,14.765,119.36
34.285,45.763,35.711,23.142,32.742,40.189,32.754,32.667,31.39,20.879,43.045,35.213,20.323,5.2381,34.925,128.08
41.433,30.001,21.361,40.536,27.668,45.728,42.113,49.841,22.807,31.329,21.192,23.255,31.122,37.232,34.318,125.31
20.982,24.725,6.8037,43.376,32.679,44.163,34.332,22.457,30.025,5.5189,33.339,35.249,32.781,13.888,29.614,98.588
36.886,17.18,43.701,33.867,62.899,17.339,40.109,45.5,0.51474,21.24,27.627,19.1,30.688,18.153,36.661,120.54
18.933,8.1219,33.287,33.8,18.497,47.173,20.327,26.911,34.604,35.922,-2.2638,31.519,26.212,35.137,19.017,92.228
30.32,1.2856,37.255,33.877,28.008,47.547,34.638,19.064,30.864,21.29,36.542,30.285,46.377,29.282,29.091,101.88
